"account_name","order_date"
"DISH Network","2014-05-30 19:47:20"
"DISH Network","2014-05-30 19:50:53"
"Citigroup","2014-05-30 22:54:02"
"Citigroup","2014-05-30 22:58:17"
"Guardian Life Ins. Co. of America","2014-05-31 06:19:14"
"Altria Group","2014-05-31 17:03:46"
"BlackRock","2014-06-01 16:38:18"
"BlackRock","2014-06-01 16:50:35"
"TJX","2014-06-01 22:19:15"
"IBM","2014-06-02 06:03:36"
"Land O'Lakes","2014-06-02 17:55:58"
"United States Steel","2014-06-02 18:34:32"
"United States Steel","2014-06-02 18:50:30"
"Aetna","2014-06-03 13:29:15"
"PPL","2014-06-03 17:33:33"
"Colgate-Palmolive","2014-06-04 13:56:27"
"United Continental Holdings","2014-06-04 19:32:58"
"United Continental Holdings","2014-06-04 19:33:33"
"United Natural Foods","2014-06-05 00:44:41"
"United Natural Foods","2014-06-05 01:04:56"
"Supervalu","2014-06-05 05:05:50"
"Supervalu","2014-06-05 05:10:15"
"Cisco Systems","2014-06-05 06:04:14"
"Cisco Systems","2014-06-05 06:21:56"
"Whirlpool","2014-06-06 02:45:02"
"Leucadia National","2014-06-06 03:42:29"
"Lithia Motors","2014-06-06 15:50:59"
"Bank of America Corp.","2014-06-06 16:10:23"
"Bank of America Corp.","2014-06-06 16:12:08"
"McDonald's","2014-06-06 16:30:22"
"McDonald's","2014-06-06 16:55:16"
"FirstEnergy","2014-06-07 03:29:26"
"FirstEnergy","2014-06-07 03:34:18"
"EOG Resources","2014-06-07 09:56:54"
"EOG Resources","2014-06-07 10:00:16"
"Best Buy","2014-06-08 19:37:44"
"New York Life Insurance","2014-06-09 00:59:52"
"New York Life Insurance","2014-06-09 01:01:47"
"Archer Daniels Midland","2014-06-09 13:49:14"
"Dollar General","2014-06-09 21:28:04"
"Southwest Airlines","2014-06-10 00:31:17"
"Southwest Airlines","2014-06-10 00:32:07"
"Ecolab","2014-06-10 17:52:22"
"Ecolab","2014-06-10 18:07:29"
"AutoNation","2014-06-11 03:18:19"
"AutoNation","2014-06-11 03:28:56"
"Western Refining","2014-06-11 10:24:58"
"Sysco","2014-06-11 14:52:16"
"Sysco","2014-06-11 15:01:15"
"Western Digital","2014-06-11 15:46:49"
"Western Digital","2014-06-11 15:49:58"
"Walgreens Boots Alliance","2014-06-13 09:44:25"
"Twenty-First Century Fox","2014-06-14 12:47:24"
"Jabil Circuit","2014-06-15 11:33:45"
"Jabil Circuit","2014-06-15 11:35:59"
"Gilead Sciences","2014-06-16 03:05:51"
"Gilead Sciences","2014-06-16 03:13:50"
"Mosaic","2014-06-16 07:43:59"
"Mosaic","2014-06-16 07:46:35"
"Thermo Fisher Scientific","2014-06-16 08:43:01"
"Thermo Fisher Scientific","2014-06-16 08:48:33"
"Fluor","2014-06-17 04:55:24"
"General Dynamics","2014-06-17 10:32:19"
"General Dynamics","2014-06-17 10:47:26"
"Core-Mark Holding","2014-06-17 14:02:42"
"Core-Mark Holding","2014-06-17 14:09:01"
"Lear","2014-06-18 14:27:00"
"Lear","2014-06-18 14:37:59"
"Monsanto","2014-06-18 17:31:16"
"Arrow Electronics","2014-06-19 04:27:54"
"Arrow Electronics","2014-06-19 04:45:54"
"CST Brands","2014-06-20 04:42:58"
"CST Brands","2014-06-20 05:00:21"
"Chesapeake Energy","2014-06-20 11:28:57"
"Chesapeake Energy","2014-06-20 11:36:36"
"Republic Services","2014-06-22 04:58:37"
"Republic Services","2014-06-22 05:04:52"
"Entergy","2014-06-22 06:21:49"
"Avis Budget Group","2014-06-22 07:49:21"
"Avis Budget Group","2014-06-22 07:50:48"
"ADP","2014-06-22 17:43:59"
"ADP","2014-06-22 17:58:52"
"United Technologies","2014-06-23 09:53:27"
"United Technologies","2014-06-23 09:58:21"
"Parker-Hannifin","2014-06-23 12:51:17"
"Capital One Financial","2014-06-23 15:51:01"
"Abbott Laboratories","2014-06-24 02:03:53"
"Charter Communications","2014-06-25 03:28:20"
"Charter Communications","2014-06-25 03:44:50"
"Philip Morris International","2014-06-25 13:23:59"
"Philip Morris International","2014-06-25 13:28:05"
"Kinder Morgan","2014-06-25 22:08:31"
"Laboratory Corp. of America","2014-06-26 04:07:10"
"Laboratory Corp. of America","2014-06-26 04:12:30"
"Marathon Petroleum","2014-06-26 06:37:23"
"Marathon Petroleum","2014-06-26 06:59:52"
"Paccar","2014-06-26 15:26:30"
"Paccar","2014-06-26 15:35:11"
"Centene","2014-06-26 22:33:27"
"American Family Insurance Group","2014-06-27 05:10:08"
"Freddie Mac","2014-06-27 13:11:37"
"Freddie Mac","2014-06-27 13:25:46"
"Disney","2014-06-27 18:10:52"
"FedEx","2014-06-28 11:13:46"
"Altria Group","2014-06-29 04:33:15"
"Guardian Life Ins. Co. of America","2014-06-29 13:00:00"
"DISH Network","2014-06-29 19:35:30"
"DISH Network","2014-06-29 19:38:46"
"Citigroup","2014-06-29 21:40:15"
"Citigroup","2014-06-29 22:02:10"
"BlackRock","2014-06-30 08:30:39"
"TJX","2014-07-01 00:26:20"
"Land O'Lakes","2014-07-01 04:38:43"
"Land O'Lakes","2014-07-01 04:47:10"
"IBM","2014-07-01 10:22:50"
"IBM","2014-07-01 10:32:19"
"PPL","2014-07-02 00:59:50"
"Aetna","2014-07-02 09:17:45"
"United States Steel","2014-07-02 09:40:10"
"United States Steel","2014-07-02 09:40:32"
"Supervalu","2014-07-04 08:31:47"
"Colgate-Palmolive","2014-07-04 09:12:49"
"Colgate-Palmolive","2014-07-04 09:29:37"
"United Natural Foods","2014-07-04 13:19:03"
"Cisco Systems","2014-07-04 18:53:11"
"Cisco Systems","2014-07-04 18:59:29"
"United Continental Holdings","2014-07-04 21:37:26"
"United Continental Holdings","2014-07-04 21:53:33"
"Bank of America Corp.","2014-07-05 04:17:47"
"Lithia Motors","2014-07-05 13:33:48"
"Lithia Motors","2014-07-05 13:38:14"
"Leucadia National","2014-07-06 01:45:11"
"Leucadia National","2014-07-06 01:47:00"
"Whirlpool","2014-07-06 09:27:25"
"Whirlpool","2014-07-06 09:39:10"
"EOG Resources","2014-07-06 16:02:24"
"EOG Resources","2014-07-06 16:03:10"
"Best Buy","2014-07-07 11:11:06"
"Best Buy","2014-07-07 11:12:58"
"FirstEnergy","2014-07-07 12:44:24"
"FirstEnergy","2014-07-07 12:45:14"
"New York Life Insurance","2014-07-08 17:59:19"
"Dollar General","2014-07-09 16:10:34"
"Archer Daniels Midland","2014-07-09 22:55:30"
"Archer Daniels Midland","2014-07-09 23:00:01"
"Southwest Airlines","2014-07-10 00:47:36"
"Western Digital","2014-07-10 01:56:11"
"Western Digital","2014-07-10 02:11:27"
"Sysco","2014-07-10 10:30:04"
"AutoNation","2014-07-10 13:51:26"
"Ecolab","2014-07-10 18:47:24"
"Ecolab","2014-07-10 19:04:07"
"Western Refining","2014-07-11 08:29:50"
"Tyson Foods","2014-07-12 10:04:05"
"Walgreens Boots Alliance","2014-07-13 15:23:10"
"Walgreens Boots Alliance","2014-07-13 15:36:01"
"Twenty-First Century Fox","2014-07-13 21:33:09"
"Twenty-First Century Fox","2014-07-13 21:35:52"
"Jabil Circuit","2014-07-15 00:26:39"
"Jabil Circuit","2014-07-15 00:30:48"
"Thermo Fisher Scientific","2014-07-15 04:07:00"
"Thermo Fisher Scientific","2014-07-15 04:27:29"
"Mosaic","2014-07-15 11:39:40"
"Mosaic","2014-07-15 11:47:54"
"Cigna","2014-07-15 17:23:02"
"Gilead Sciences","2014-07-16 18:17:18"
"Gilead Sciences","2014-07-16 18:38:19"
"Lear","2014-07-17 06:15:56"
"Lear","2014-07-17 06:17:18"
"Core-Mark Holding","2014-07-17 07:17:46"
"Core-Mark Holding","2014-07-17 07:18:31"
"General Dynamics","2014-07-17 08:52:15"
"Fluor","2014-07-17 11:08:46"
"Arrow Electronics","2014-07-18 07:22:38"
"Arrow Electronics","2014-07-18 07:29:30"
"Monsanto","2014-07-18 16:52:43"
"Monsanto","2014-07-18 16:54:39"
"Chesapeake Energy","2014-07-19 04:25:36"
"Chesapeake Energy","2014-07-19 04:28:43"
"CST Brands","2014-07-20 07:21:29"
"Republic Services","2014-07-21 05:54:40"
"Entergy","2014-07-21 11:25:56"
"Avis Budget Group","2014-07-22 08:55:46"
"ADP","2014-07-22 13:15:54"
"ADP","2014-07-22 13:20:58"
"United Technologies","2014-07-22 22:22:41"
"Capital One Financial","2014-07-23 04:11:50"
"Capital One Financial","2014-07-23 04:17:48"
"Abbott Laboratories","2014-07-23 19:03:24"
"Abbott Laboratories","2014-07-23 19:03:41"
"Parker-Hannifin","2014-07-23 21:03:58"
"Parker-Hannifin","2014-07-23 21:04:56"
"Philip Morris International","2014-07-24 10:37:39"
"Philip Morris International","2014-07-24 10:43:19"
"Charter Communications","2014-07-24 21:18:29"
"Charter Communications","2014-07-24 21:30:37"
"Kinder Morgan","2014-07-25 05:44:57"
"Laboratory Corp. of America","2014-07-25 09:57:31"
"Paccar","2014-07-25 23:15:24"
"Centene","2014-07-26 07:06:42"
"Marathon Petroleum","2014-07-26 15:54:38"
"Marathon Petroleum","2014-07-26 16:13:33"
"Freddie Mac","2014-07-26 21:07:16"
"American Family Insurance Group","2014-07-27 04:01:47"
"American Family Insurance Group","2014-07-27 04:13:08"
"FedEx","2014-07-27 11:59:22"
"FedEx","2014-07-27 12:03:49"
"Disney","2014-07-28 00:13:59"
"Disney","2014-07-28 00:17:58"
"DISH Network","2014-07-28 10:30:39"
"Citigroup","2014-07-28 16:42:00"
"Altria Group","2014-07-28 18:02:10"
"Guardian Life Ins. Co. of America","2014-07-29 21:20:29"
"BlackRock","2014-07-30 03:15:19"
"Land O'Lakes","2014-07-30 18:51:30"
"PPL","2014-07-31 05:05:06"
"PPL","2014-07-31 05:06:42"
"TJX","2014-07-31 11:44:55"
"IBM","2014-07-31 13:21:10"
"IBM","2014-07-31 13:34:57"
"Aetna","2014-08-01 02:34:48"
"Aetna","2014-08-01 02:38:43"
"United States Steel","2014-08-01 21:04:13"
"United States Steel","2014-08-01 21:05:02"
"Supervalu","2014-08-02 16:42:32"
"Supervalu","2014-08-02 16:52:58"
"United Natural Foods","2014-08-03 02:42:35"
"United Natural Foods","2014-08-03 02:45:24"
"Cisco Systems","2014-08-03 07:00:26"
"Cisco Systems","2014-08-03 07:10:30"
"United Continental Holdings","2014-08-03 10:02:20"
"United Continental Holdings","2014-08-03 10:16:28"
"Lithia Motors","2014-08-03 19:04:31"
"Lithia Motors","2014-08-03 19:05:41"
"Colgate-Palmolive","2014-08-03 20:41:36"
"Colgate-Palmolive","2014-08-03 20:48:41"
"EOG Resources","2014-08-04 15:05:32"
"Whirlpool","2014-08-04 16:20:02"
"Bank of America Corp.","2014-08-04 19:32:29"
"Bank of America Corp.","2014-08-04 19:38:39"
"Leucadia National","2014-08-05 11:53:03"
"Leucadia National","2014-08-05 11:57:08"
"Best Buy","2014-08-05 22:34:32"
"FirstEnergy","2014-08-06 12:30:38"
"FirstEnergy","2014-08-06 12:30:49"
"Archer Daniels Midland","2014-08-07 02:51:46"
"New York Life Insurance","2014-08-07 14:23:16"
"New York Life Insurance","2014-08-07 14:24:28"
"Dollar General","2014-08-08 09:21:24"
"Dollar General","2014-08-08 09:30:24"
"Ecolab","2014-08-08 12:46:22"
"AutoNation","2014-08-08 18:04:54"
"Western Digital","2014-08-08 23:22:05"
"Western Digital","2014-08-08 23:35:00"
"Southwest Airlines","2014-08-09 08:02:38"
"Southwest Airlines","2014-08-09 08:24:54"
"Western Refining","2014-08-09 11:38:14"
"Sysco","2014-08-09 11:44:08"
"Western Refining","2014-08-09 11:50:25"
"Tyson Foods","2014-08-11 05:43:29"
"Twenty-First Century Fox","2014-08-11 21:06:43"
"Walgreens Boots Alliance","2014-08-12 04:53:21"
"Cigna","2014-08-13 03:40:51"
"Mosaic","2014-08-14 11:42:00"
"Mosaic","2014-08-14 12:09:15"
"Thermo Fisher Scientific","2014-08-14 12:28:53"
"Jabil Circuit","2014-08-15 00:16:55"
"General Dynamics","2014-08-15 00:19:30"
"Jabil Circuit","2014-08-15 00:20:48"
"General Dynamics","2014-08-15 00:30:45"
"AT&T","2014-08-15 05:38:05"
"Gilead Sciences","2014-08-15 09:02:31"
"Gilead Sciences","2014-08-15 09:19:41"
"Lear","2014-08-16 02:15:17"
"Core-Mark Holding","2014-08-16 06:14:44"
"Monsanto","2014-08-16 20:38:12"
"Monsanto","2014-08-16 20:42:31"
"Fluor","2014-08-16 21:12:38"
"Arrow Electronics","2014-08-17 19:48:33"
"Arrow Electronics","2014-08-17 19:55:30"
"Chesapeake Energy","2014-08-18 16:38:48"
"Republic Services","2014-08-19 00:47:10"
"Republic Services","2014-08-19 01:09:25"
"CST Brands","2014-08-19 14:18:14"
"CST Brands","2014-08-19 14:32:58"
"ADP","2014-08-20 09:14:56"
"ADP","2014-08-20 09:19:01"
"Entergy","2014-08-20 19:52:02"
"Entergy","2014-08-20 20:02:07"
"United Technologies","2014-08-21 13:30:50"
"United Technologies","2014-08-21 13:32:31"
"Parker-Hannifin","2014-08-21 13:49:57"
"Parker-Hannifin","2014-08-21 13:55:14"
"Capital One Financial","2014-08-21 15:16:31"
"Capital One Financial","2014-08-21 15:25:50"
"Avis Budget Group","2014-08-21 16:12:05"
"Avis Budget Group","2014-08-21 16:27:16"
"Abbott Laboratories","2014-08-21 20:54:09"
"Paccar","2014-08-23 07:22:52"
"Philip Morris International","2014-08-23 07:47:55"
"Philip Morris International","2014-08-23 07:49:52"
"Charter Communications","2014-08-23 10:40:38"
"Charter Communications","2014-08-23 10:51:51"
"Laboratory Corp. of America","2014-08-23 18:41:10"
"Marathon Petroleum","2014-08-24 08:06:02"
"Kinder Morgan","2014-08-24 15:28:37"
"KKR","2014-08-25 04:07:47"
"KKR","2014-08-25 04:09:22"
"American Family Insurance Group","2014-08-25 07:51:20"
"American Family Insurance Group","2014-08-25 07:54:13"
"Centene","2014-08-25 08:18:44"
"Centene","2014-08-25 08:29:08"
"Freddie Mac","2014-08-25 15:48:09"
"Freddie Mac","2014-08-25 15:48:18"
"FedEx","2014-08-26 06:00:40"
"Disney","2014-08-26 18:58:18"
"Citigroup","2014-08-26 21:48:16"
"Altria Group","2014-08-27 18:28:41"
"DISH Network","2014-08-27 23:08:13"
"Guardian Life Ins. Co. of America","2014-08-28 08:59:47"
"Guardian Life Ins. Co. of America","2014-08-28 09:15:04"
"Land O'Lakes","2014-08-28 13:13:59"
"Land O'Lakes","2014-08-28 13:32:18"
"PPL","2014-08-29 17:15:24"
"PPL","2014-08-29 17:41:40"
"BlackRock","2014-08-29 22:31:34"
"BlackRock","2014-08-29 22:43:00"
"IBM","2014-08-30 04:30:04"
"IBM","2014-08-30 04:53:20"
"United States Steel","2014-08-30 17:36:18"
"United States Steel","2014-08-30 17:40:56"
"TJX","2014-08-30 19:55:49"
"TJX","2014-08-30 20:04:39"
"Supervalu","2014-08-31 13:09:05"
"Supervalu","2014-08-31 13:25:14"
"Aetna","2014-08-31 16:27:20"
"Aetna","2014-08-31 16:32:03"
"Lithia Motors","2014-09-01 09:26:36"
"Lithia Motors","2014-09-01 09:35:45"
"Colgate-Palmolive","2014-09-01 18:16:59"
"Colgate-Palmolive","2014-09-01 18:29:13"
"Whirlpool","2014-09-02 04:22:02"
"Whirlpool","2014-09-02 04:23:22"
"Cisco Systems","2014-09-02 05:22:45"
"Cisco Systems","2014-09-02 05:31:28"
"United Natural Foods","2014-09-02 10:14:24"
"EOG Resources","2014-09-02 21:01:45"
"EOG Resources","2014-09-02 21:12:46"
"Leucadia National","2014-09-03 10:22:23"
"Leucadia National","2014-09-03 10:36:10"
"Bank of America Corp.","2014-09-03 12:48:55"
"FirstEnergy","2014-09-04 01:09:18"
"Best Buy","2014-09-05 00:26:58"
"Archer Daniels Midland","2014-09-05 07:30:12"
"New York Life Insurance","2014-09-05 22:07:19"
"Ecolab","2014-09-06 11:21:26"
"AutoNation","2014-09-06 12:42:54"
"AutoNation","2014-09-06 12:49:59"
"Western Digital","2014-09-06 15:59:12"
"Western Refining","2014-09-07 05:58:30"
"Dollar General","2014-09-07 22:42:16"
"Dollar General","2014-09-07 22:52:42"
"Sysco","2014-09-08 00:51:17"
"Sysco","2014-09-08 00:51:42"
"Southwest Airlines","2014-09-08 04:13:45"
"Twenty-First Century Fox","2014-09-09 13:42:38"
"Twenty-First Century Fox","2014-09-09 13:53:09"
"Tyson Foods","2014-09-09 22:15:05"
"Tyson Foods","2014-09-09 22:19:52"
"Walgreens Boots Alliance","2014-09-10 19:12:10"
"Mosaic","2014-09-12 10:50:10"
"Mosaic","2014-09-12 10:52:56"
"Jabil Circuit","2014-09-12 12:39:15"
"Jabil Circuit","2014-09-12 13:03:17"
"Cigna","2014-09-12 21:16:33"
"Cigna","2014-09-12 21:45:59"
"AT&T","2014-09-13 04:55:51"
"AT&T","2014-09-13 05:11:21"
"Gilead Sciences","2014-09-13 05:59:14"
"Thermo Fisher Scientific","2014-09-13 10:42:34"
"Monsanto","2014-09-14 00:58:56"
"General Dynamics","2014-09-14 03:28:20"
"Lear","2014-09-14 12:59:08"
"Core-Mark Holding","2014-09-14 13:48:51"
"Fluor","2014-09-15 04:04:38"
"Fluor","2014-09-15 04:11:24"
"Arrow Electronics","2014-09-16 21:33:17"
"Chesapeake Energy","2014-09-17 09:53:03"
"Chesapeake Energy","2014-09-17 10:13:12"
"CST Brands","2014-09-18 03:40:07"
"Republic Services","2014-09-18 09:58:14"
"Farmers Insurance Exchange","2014-09-18 11:29:23"
"Farmers Insurance Exchange","2014-09-18 11:35:06"
"ADP","2014-09-18 12:19:28"
"ADP","2014-09-18 12:43:57"
"Entergy","2014-09-19 00:11:46"
"United Technologies","2014-09-19 01:53:01"
"United Technologies","2014-09-19 02:07:43"
"Parker-Hannifin","2014-09-19 02:26:43"
"Capital One Financial","2014-09-19 22:13:17"
"Capital One Financial","2014-09-19 22:21:37"
"Abbott Laboratories","2014-09-20 21:03:54"
"Abbott Laboratories","2014-09-20 21:05:35"
"Avis Budget Group","2014-09-20 23:49:23"
"Laboratory Corp. of America","2014-09-21 05:52:06"
"Laboratory Corp. of America","2014-09-21 06:09:41"
"Philip Morris International","2014-09-21 09:02:03"
"Philip Morris International","2014-09-21 09:08:36"
"Charter Communications","2014-09-21 17:03:14"
"Kinder Morgan","2014-09-22 04:33:33"
"Kinder Morgan","2014-09-22 04:43:32"
"KKR","2014-09-23 01:41:51"
"KKR","2014-09-23 01:42:23"
"American Family Insurance Group","2014-09-23 12:25:12"
"Marathon Petroleum","2014-09-23 13:11:39"
"Marathon Petroleum","2014-09-23 13:30:40"
"Freddie Mac","2014-09-24 06:04:09"
"Freddie Mac","2014-09-24 06:28:39"
"FedEx","2014-09-24 14:17:42"
"Centene","2014-09-24 21:35:30"
"Centene","2014-09-24 21:37:51"
"Disney","2014-09-24 22:35:43"
"Disney","2014-09-24 22:55:33"
"Citigroup","2014-09-25 04:37:33"
"Citigroup","2014-09-25 04:48:55"
"DISH Network","2014-09-25 09:03:05"
"DISH Network","2014-09-25 09:13:59"
"Altria Group","2014-09-25 13:50:02"
"Guardian Life Ins. Co. of America","2014-09-26 15:31:21"
"Guardian Life Ins. Co. of America","2014-09-26 15:48:53"
"Land O'Lakes","2014-09-27 16:36:17"
"BlackRock","2014-09-28 02:45:18"
"BlackRock","2014-09-28 02:53:42"
"PPL","2014-09-28 15:51:34"
"PPL","2014-09-28 15:53:06"
"United States Steel","2014-09-28 19:17:50"
"United States Steel","2014-09-28 19:35:12"
"IBM","2014-09-29 06:52:17"
"TJX","2014-09-29 15:25:50"
"Supervalu","2014-09-30 01:27:25"
"Supervalu","2014-09-30 01:38:25"
"Aetna","2014-09-30 09:32:37"
"Aetna","2014-09-30 09:42:23"
"Colgate-Palmolive","2014-09-30 09:45:05"
"Colgate-Palmolive","2014-09-30 09:55:18"
"United Continental Holdings","2014-09-30 21:05:53"
"United Continental Holdings","2014-09-30 21:11:55"
"Lithia Motors","2014-09-30 22:18:41"
"Lithia Motors","2014-09-30 22:26:37"
"Cisco Systems","2014-10-01 11:49:40"
"EOG Resources","2014-10-01 13:03:09"
"EOG Resources","2014-10-01 13:19:41"
"United Natural Foods","2014-10-02 18:44:12"
"United Natural Foods","2014-10-02 18:58:42"
"Bank of America Corp.","2014-10-02 23:07:32"
"Leucadia National","2014-10-03 19:49:33"
"Leucadia National","2014-10-03 20:03:07"
"Best Buy","2014-10-04 09:43:49"
"New York Life Insurance","2014-10-04 13:09:39"
"FirstEnergy","2014-10-04 22:29:19"
"FirstEnergy","2014-10-04 22:36:31"
"Archer Daniels Midland","2014-10-05 01:17:52"
"Archer Daniels Midland","2014-10-05 01:34:27"
"AutoNation","2014-10-05 05:01:16"
"AutoNation","2014-10-05 05:02:54"
"Western Digital","2014-10-05 08:59:42"
"Western Digital","2014-10-05 09:17:32"
"Travelers Cos.","2014-10-05 15:31:17"
"Travelers Cos.","2014-10-05 15:37:22"
"Western Refining","2014-10-06 13:40:33"
"Western Refining","2014-10-06 13:41:33"
"Dollar General","2014-10-06 22:10:34"
"Ecolab","2014-10-06 22:19:53"
"Ecolab","2014-10-06 22:42:05"
"Southwest Airlines","2014-10-07 02:39:51"
"Tyson Foods","2014-10-08 06:15:35"
"Sysco","2014-10-08 23:08:56"
"Sysco","2014-10-08 23:13:52"
"Twenty-First Century Fox","2014-10-09 23:59:18"
"Twenty-First Century Fox","2014-10-10 00:23:12"
"Walgreens Boots Alliance","2014-10-10 14:13:28"
"Walgreens Boots Alliance","2014-10-10 14:37:08"
"Jabil Circuit","2014-10-11 11:10:05"
"Jabil Circuit","2014-10-11 11:12:16"
"Cigna","2014-10-12 08:05:21"
"Mosaic","2014-10-12 14:55:48"
"Mosaic","2014-10-12 15:00:04"
"Thermo Fisher Scientific","2014-10-13 02:15:15"
"AT&T","2014-10-13 12:12:55"
"Gilead Sciences","2014-10-13 19:53:30"
"Lear","2014-10-14 08:15:39"
"Monsanto","2014-10-14 12:42:57"
"Monsanto","2014-10-14 13:04:36"
"General Dynamics","2014-10-14 13:55:25"
"General Dynamics","2014-10-14 14:04:21"
"Core-Mark Holding","2014-10-14 14:33:50"
"Fluor","2014-10-15 02:20:58"
"Fluor","2014-10-15 02:39:04"
"Arrow Electronics","2014-10-16 06:54:46"
"Arrow Electronics","2014-10-16 07:07:08"
"Chesapeake Energy","2014-10-16 14:09:19"
"Chesapeake Energy","2014-10-16 14:15:50"
"ADP","2014-10-17 03:48:33"
"ADP","2014-10-17 03:52:36"
"Republic Services","2014-10-17 22:27:42"
"Republic Services","2014-10-17 22:53:00"
"United Technologies","2014-10-18 00:56:59"
"Farmers Insurance Exchange","2014-10-18 04:28:54"
"CST Brands","2014-10-18 12:55:22"
"Capital One Financial","2014-10-18 20:00:57"
"Entergy","2014-10-18 21:17:42"
"Avis Budget Group","2014-10-19 15:56:38"
"Parker-Hannifin","2014-10-19 17:32:45"
"Abbott Laboratories","2014-10-20 17:49:31"
"Abbott Laboratories","2014-10-20 17:51:21"
"Paccar","2014-10-20 22:08:02"
"Philip Morris International","2014-10-20 23:53:32"
"Philip Morris International","2014-10-20 23:53:43"
"Charter Communications","2014-10-21 05:21:46"
"Kinder Morgan","2014-10-21 08:10:41"
"Laboratory Corp. of America","2014-10-21 21:07:19"
"Centene","2014-10-23 14:36:32"
"American Family Insurance Group","2014-10-23 20:10:31"
"Marathon Petroleum","2014-10-23 20:52:01"
"Marathon Petroleum","2014-10-23 21:11:59"
"KKR","2014-10-23 21:23:14"
"KKR","2014-10-23 21:28:06"
"Freddie Mac","2014-10-24 07:02:13"
"FedEx","2014-10-24 07:16:30"
"DISH Network","2014-10-24 12:00:32"
